Date;AveragePrice;TotalVolume;Income;type
04/06/2017;1.69;156456.85;264412.0765;organic
04/06/2017;1.55;247060.03;382943.0465;conventional
04/06/2017;2.04;11171.92;22790.7168;organic
04/06/2017;1.81;288516.73;522215.2813;conventional
04/06/2017;2.5;14985.11;37462.775;organic
04/06/2017;0.83;1377530.34;1143350.182;conventional
04/06/2017;1.11;50502.11;56057.3421;organic
04/06/2017;1.07;218092.41;233358.8787;conventional
04/06/2017;1.25;8668.35;10835.4375;organic
04/06/2017;1.46;178356.7;260400.782;conventional
04/06/2017;2.2;4409.48;9700.856;organic
04/06/2017;1.05;376990.33;395839.8465;conventional
04/06/2017;1.72;13517.21;23249.6012;organic
04/06/2017;0.96;3637220.72;3491731.891;conventional
04/06/2017;1.28;128923.07;165021.5296;organic
04/06/2017;1.06;121602.81;128898.9786;conventional
04/06/2017;1.34;4417.78;5919.8252;organic
04/06/2017;1.49;687913.86;1024991.651;conventional
04/06/2017;1.97;5428.05;10693.2585;organic
04/06/2017;1.43;3212276.31;4593555.123;conventional
04/06/2017;1.85;127811.15;236450.6275;organic
04/06/2017;1.07;269102.17;287939.3219;conventional
04/06/2017;1.14;10578.11;12059.0454;organic
04/06/2017;1.38;256543.43;354029.9334;conventional
04/06/2017;2.12;1179.16;2499.8192;organic
04/06/2017;1.83;1335461.36;2443894.289;conventional
04/06/2017;2.06;112812.77;232394.3062;organic
04/06/2017;1.74;4096560.83;7128015.844;conventional
04/06/2017;2;251838.53;503677.06;organic
04/06/2017;1.66;401637.7;666718.582;conventional
04/06/2017;1.48;25490.92;37726.5616;organic
04/06/2017;1.41;400425.73;564600.2793;conventional
04/06/2017;2.1;6966.83;14630.343;organic
04/06/2017;1.8;394307.04;709752.672;conventional
04/06/2017;2.01;21652.97;43522.4697;organic
04/06/2017;0.76;1228049.22;933317.4072;conventional
04/06/2017;1.88;11693.79;21984.3252;organic
04/06/2017;1.33;123557.37;164331.3021;conventional
04/06/2017;1.55;8901.94;13798.007;organic
04/06/2017;1.31;2136102.71;2798294.55;conventional
04/06/2017;1.62;73160.65;118520.253;organic
04/06/2017;1.12;698957.23;782832.0976;conventional
04/06/2017;1.23;54996.69;67645.9287;organic
04/06/2017;1.43;303913.24;434595.9332;conventional
04/06/2017;2.38;9283.58;22094.9204;organic
04/06/2017;1.38;261051.5;360251.07;conventional
04/06/2017;1.72;11637.27;20016.1044;organic
04/06/2017;1.23;151097.89;185850.4047;conventional
04/06/2017;1.51;10058.68;15188.6068;organic
04/06/2017;1.61;428553.32;689970.8452;conventional
04/06/2017;2.43;6820.7;16574.301;organic
04/06/2017;1.13;559985.06;632783.1178;conventional
04/06/2017;1.71;18703.01;31982.1471;organic
04/06/2017;1.83;650426.37;1190280.257;conventional
04/06/2017;2.72;23896.87;64999.4864;organic
04/06/2017;1.21;681109.55;824142.5555;conventional
04/06/2017;1.45;64141.55;93005.2475;organic
04/06/2017;1.33;423186.06;562837.4598;conventional
04/06/2017;1.89;9543.8;18037.782;organic
04/06/2017;0.93;6585882.05;6124870.307;conventional
04/06/2017;1.13;197098.71;222721.5423;organic
04/06/2017;1.34;4237221.91;5677877.359;conventional
04/06/2017;1.82;77032.09;140198.4038;organic
04/06/2017;1.16;97756.24;113397.2384;conventional
04/06/2017;1.56;5718.65;8921.094;organic
04/06/2017;1.28;211538.7;270769.536;conventional
04/06/2017;1.95;9652.72;18822.804;organic
04/06/2017;1.65;64255.79;106022.0535;conventional
04/06/2017;2.23;3153.41;7032.1043;organic
04/06/2017;1.43;418788.68;598867.8124;conventional
04/06/2017;1.99;5574.93;11094.1107;organic
04/06/2017;1.24;37352360.59;46316927.13;conventional
04/06/2017;1.64;1352960.47;2218855.171;organic
04/06/2017;1.07;6927745.15;7412687.311;conventional
04/06/2017;1.52;263143.18;399977.6336;organic
04/06/2017;0.83;1104682.52;916886.4916;conventional
04/06/2017;1.59;25886.3;41159.217;organic
11/06/2017;1.65;91949.26;151716.279;conventional
11/06/2017;2.04;2719.24;5547.2496;organic
11/06/2017;1.13;572838.59;647307.6067;conventional
11/06/2017;1.06;33969.35;36007.511;organic
11/06/2017;1.65;744158.66;1227861.789;conventional
11/06/2017;2.17;23607.15;51227.5155;organic
11/06/2017;1.21;92547.42;111982.3782;conventional
11/06/2017;1.27;4375.53;5556.9231;organic
11/06/2017;1.72;583709.06;1003979.583;conventional
11/06/2017;2.07;20437.87;42306.3909;organic
11/06/2017;1.62;114081.68;184812.3216;conventional
11/06/2017;2.46;5165.43;12706.9578;organic
11/06/2017;1.22;6177216.24;7536203.813;conventional
11/06/2017;1.79;179141.21;320662.7659;organic
11/06/2017;1.38;224288.57;309518.2266;conventional
11/06/2017;2.15;9586.49;20610.9535;organic
11/06/2017;1.6;807370.03;1291792.048;conventional
11/06/2017;1.96;44859.81;87925.2276;organic
11/06/2017;0.87;365008.71;317557.5777;conventional
11/06/2017;0.77;42520.88;32741.0776;organic
11/06/2017;0.98;181254.11;177629.0278;conventional
11/06/2017;0.83;21264.93;17649.8919;organic
11/06/2017;0.9;1361774.87;1225597.383;conventional
11/06/2017;1.35;28393.54;38331.279;organic
11/06/2017;1.18;872407.69;1029441.074;conventional
11/06/2017;1.97;18916.24;37264.9928;organic
11/06/2017;1.28;315240.72;403508.1216;conventional
11/06/2017;0.92;38355.38;35286.9496;organic
11/06/2017;1.79;158876.02;284388.0758;conventional
11/06/2017;2.39;1312.01;3135.7039;organic
11/06/2017;1.27;3714237.95;4717082.197;conventional
11/06/2017;1.13;261363.34;295340.5742;organic
11/06/2017;1.5;232728.73;349093.095;conventional
11/06/2017;2.27;12229;27759.83;organic
11/06/2017;1.75;296173.79;518304.1325;conventional
11/06/2017;2.62;13040.76;34166.7912;organic
11/06/2017;0.89;1240308.02;1103874.138;conventional
11/06/2017;1.02;55725.32;56839.8264;organic
11/06/2017;0.98;224873.96;220376.4808;conventional
11/06/2017;0.84;15511.39;13029.5676;organic
11/06/2017;1.43;193088.4;276116.412;conventional
11/06/2017;2.12;2568.09;5444.3508;organic
11/06/2017;0.99;374211.54;370469.4246;conventional
11/06/2017;1.74;11473.1;19963.194;organic
11/06/2017;0.99;3390850.94;3356942.431;conventional
11/06/2017;1.35;106703.23;144049.3605;organic
11/06/2017;1.04;112253.93;116744.0872;conventional
11/06/2017;1;6507.2;6507.2;organic
11/06/2017;1.48;696603.38;1030973.002;conventional
11/06/2017;1.89;6104.29;11537.1081;organic
11/06/2017;1.34;3150788.24;4222056.242;conventional
11/06/2017;1.61;150302.38;241986.8318;organic
11/06/2017;1.13;218540.28;246950.5164;conventional
11/06/2017;1.15;13829.49;15903.9135;organic
11/06/2017;1.32;312695;412757.4;conventional
11/06/2017;2.19;515.01;1127.8719;organic
11/06/2017;1.74;1374185.78;2391083.257;conventional
11/06/2017;2.39;81679.26;195213.4314;organic
11/06/2017;1.68;4060850.93;6822229.562;conventional
11/06/2017;2.26;191985.27;433886.7102;organic
11/06/2017;1.62;406486.08;658507.4496;conventional
11/06/2017;1.83;15591.67;28532.7561;organic
11/06/2017;1.41;401365.48;565925.3268;conventional
11/06/2017;1.97;5784.5;11395.465;organic
11/06/2017;1.73;379927.26;657274.1598;conventional
11/06/2017;2.24;18043.1;40416.544;organic
11/06/2017;0.68;1417604.32;963970.9376;conventional
11/06/2017;1.94;10265.31;19914.7014;organic
11/06/2017;1.33;117367.43;156098.6819;conventional
11/06/2017;1.57;3490.48;5480.0536;organic
11/06/2017;1.31;2120488.01;2777839.293;conventional
11/06/2017;1.63;71995.22;117352.2086;organic
11/06/2017;1;718937.65;718937.65;conventional
11/06/2017;1.28;54820.68;70170.4704;organic
11/06/2017;1.3;302596.77;393375.801;conventional
11/06/2017;2.03;13340.43;27081.0729;organic
11/06/2017;1.31;248634.5;325711.195;conventional
11/06/2017;1.56;11925.84;18604.3104;organic
11/06/2017;1.16;155040.89;179847.4324;conventional
11/06/2017;1.35;8361.55;11288.0925;organic
11/06/2017;1.55;440572.26;682887.003;conventional
11/06/2017;2.5;6504.06;16260.15;organic
11/06/2017;1.17;522813.2;611691.444;conventional
11/06/2017;2.06;12549.97;25852.9382;organic
11/06/2017;1.8;608604.75;1095488.55;conventional
11/06/2017;2.77;25806.28;71483.3956;organic
11/06/2017;1.21;664560.99;804118.7979;conventional
11/06/2017;1.6;60009.35;96014.96;organic
11/06/2017;1.3;404634.09;526024.317;conventional
11/06/2017;1.61;14897.51;23984.9911;organic
11/06/2017;0.93;6526488.94;6069634.714;conventional
11/06/2017;1.17;183857.14;215112.8538;organic
11/06/2017;1.33;4151016.69;5520852.198;conventional
11/06/2017;1.43;98734.76;141190.7068;organic
11/06/2017;1.16;94583.08;109716.3728;conventional
11/06/2017;1.45;6065.6;8795.12;organic
11/06/2017;1.32;197442.71;260624.3772;conventional
11/06/2017;2.05;7973.35;16345.3675;organic
11/06/2017;1.66;58542.16;97179.9856;conventional
11/06/2017;2.37;3056.43;7243.7391;organic
11/06/2017;1.42;410602.09;583054.9678;conventional
11/06/2017;1.86;4577.12;8513.4432;organic
11/06/2017;1.21;37039853.8;44818223.1;conventional
11/06/2017;1.56;1397448.17;2180019.145;organic
11/06/2017;1.02;7138766.83;7281542.167;conventional
11/06/2017;1.59;260068.85;413509.4715;organic
11/06/2017;0.83;1090267.81;904922.2823;conventional
11/06/2017;1.66;21170.11;35142.3826;organic
18/06/2017;1.58;97079.34;153385.3572;conventional
18/06/2017;2.03;3185.1;6465.753;organic
18/06/2017;1.2;492836.43;591403.716;conventional
18/06/2017;1.49;23485.92;34994.0208;organic
18/06/2017;1.67;713471.14;1191496.804;conventional
18/06/2017;2.2;22845.26;50259.572;organic
18/06/2017;1.21;92906.33;112416.6593;conventional
18/06/2017;1.55;3263.02;5057.681;organic
18/06/2017;1.66;581303.33;964963.5278;conventional
18/06/2017;2.12;23277.63;49348.5756;organic
18/06/2017;1.5;129734.97;194602.455;conventional
18/06/2017;2.54;5445.57;13831.7478;organic
18/06/2017;1.2;6599048.85;7918858.62;conventional
18/06/2017;1.78;181725.85;323472.013;organic
18/06/2017;1.43;201837.88;288628.1684;conventional
18/06/2017;2.03;8381.65;17014.7495;organic
18/06/2017;1.53;862382.95;1319445.914;conventional
18/06/2017;1.98;36015.84;71311.3632;organic
18/06/2017;1.09;281486.15;306819.9035;conventional
18/06/2017;1.55;18169.69;28163.0195;organic
18/06/2017;0.81;304247.54;246440.5074;conventional
18/06/2017;1.14;8654.94;9866.6316;organic
18/06/2017;0.9;1441940.59;1297746.531;conventional
18/06/2017;1.44;26885.4;38714.976;organic
18/06/2017;1.14;890723.2;1015424.448;conventional
18/06/2017;1.25;28462.96;35578.7;organic
18/06/2017;0.85;668936.01;568595.6085;conventional
18/06/2017;1.51;15236.21;23006.6771;organic
18/06/2017;1.29;245293.35;316428.4215;conventional
18/06/2017;2.62;1314.24;3443.3088;organic
18/06/2017;1.12;4668135.31;5228311.547;conventional
18/06/2017;1.56;148060.59;230974.5204;organic
18/06/2017;1.5;238389.11;357583.665;conventional
18/06/2017;2.09;11104.31;23208.0079;organic
18/06/2017;1.79;256900.68;459852.2172;conventional
18/06/2017;2.14;23752.11;50829.5154;organic
18/06/2017;0.77;1755331.3;1351605.101;conventional
18/06/2017;1.03;42161.02;43425.8506;organic
18/06/2017;1.03;223221.9;229918.557;conventional
18/06/2017;1.27;9207.8;11693.906;organic
18/06/2017;1.45;151012.55;218968.1975;conventional
18/06/2017;2.23;4177.79;9316.4717;organic
18/06/2017;1.01;357696.04;361273.0004;conventional
18/06/2017;1.76;10353.67;18222.4592;organic
18/06/2017;0.99;3631321.55;3595008.335;conventional
18/06/2017;1.37;108808.01;149066.9737;organic
18/06/2017;1.06;104369.68;110631.8608;conventional
18/06/2017;1.19;4866.2;5790.778;organic
18/06/2017;1.52;505828.46;768859.2592;conventional
18/06/2017;1.88;6480.65;12183.622;organic
18/06/2017;1.34;3032871.22;4064047.435;conventional
18/06/2017;1.73;127794.36;221084.2428;organic
18/06/2017;1;260893.43;260893.43;conventional
18/06/2017;1.16;12361.79;14339.6764;organic
18/06/2017;1.29;287734.91;371178.0339;conventional
18/06/2017;2.32;936.69;2173.1208;organic
18/06/2017;1.82;1242160.85;2260732.747;conventional
18/06/2017;1.91;166308.13;317648.5283;organic
18/06/2017;1.68;3945270.4;6628054.272;conventional
18/06/2017;1.98;307563.37;608975.4726;organic
18/06/2017;1.52;420089.07;638535.3864;conventional
18/06/2017;1.92;20003.65;38407.008;organic
18/06/2017;1.4;339228.04;474919.256;conventional
18/06/2017;2.15;7071.15;15202.9725;organic
18/06/2017;1.75;380239.79;665419.6325;conventional
18/06/2017;1.89;29588.66;55922.5674;organic
18/06/2017;0.7;1326697.78;928688.446;conventional
18/06/2017;1.97;9720.05;19148.4985;organic
18/06/2017;1.29;119743.9;154469.631;conventional
18/06/2017;1.56;2644.9;4126.044;organic
18/06/2017;1.35;1993421.09;2691118.472;conventional
18/06/2017;1.56;79491.78;124007.1768;organic
18/06/2017;0.97;755535.79;732869.7163;conventional
18/06/2017;1.77;30476.21;53942.8917;organic
18/06/2017;1.34;263858.47;353570.3498;conventional
18/06/2017;1.91;10827.19;20679.9329;organic
18/06/2017;1.28;245564.59;314322.6752;conventional
18/06/2017;1.78;10408.49;18527.1122;organic
18/06/2017;1.16;152802.24;177250.5984;conventional
18/06/2017;1.61;7557.29;12167.2369;organic
18/06/2017;1.59;448930.73;713799.8607;conventional
18/06/2017;2.48;7058.35;17504.708;organic
18/06/2017;1.1;591731.93;650905.123;conventional
18/06/2017;1.8;16862.3;30352.14;organic
18/06/2017;1.77;660386.27;1168883.698;conventional
18/06/2017;2.76;24037.58;66343.7208;organic
18/06/2017;1.16;696101.26;807477.4616;conventional
18/06/2017;1.83;44487.33;81411.8139;organic
18/06/2017;1.3;356093.51;462921.563;conventional
18/06/2017;1.72;13816.79;23764.8788;organic
18/06/2017;0.89;7417264.07;6601365.022;conventional
18/06/2017;1.27;149975.22;190468.5294;organic
18/06/2017;1.35;3404457.77;4596017.99;conventional
18/06/2017;1.77;94314.28;166936.2756;organic
18/06/2017;1.11;103313.47;114677.9517;conventional
18/06/2017;1.71;4526.04;7739.5284;organic
18/06/2017;1.3;201993.63;262591.719;conventional
18/06/2017;1.63;9327.52;15203.8576;organic
18/06/2017;1.54;61468.49;94661.4746;conventional
18/06/2017;2.42;3405.58;8241.5036;organic
18/06/2017;1.43;336746.96;481548.1528;conventional
18/06/2017;2.07;6480.98;13415.6286;organic
18/06/2017;1.18;38247669.33;45132249.81;conventional
18/06/2017;1.71;1304554.29;2230787.836;organic
18/06/2017;1.02;7187200.64;7330944.653;conventional
18/06/2017;1.68;215628.86;362256.4848;organic
18/06/2017;0.87;1046946.87;910843.7769;conventional
25/06/2017;1.53;89303.04;136633.6512;conventional
25/06/2017;2.13;2898.81;6174.4653;organic
25/06/2017;1.12;501274.14;561427.0368;conventional
25/06/2017;1.31;30581.47;40061.7257;organic
25/06/2017;1.65;693972.27;1145054.246;conventional
25/06/2017;2.21;22445.91;49605.4611;organic
25/06/2017;1.2;95071.28;114085.536;conventional
25/06/2017;2.09;2373.02;4959.6118;organic
25/06/2017;1.68;545889.03;917093.5704;conventional
25/06/2017;2.13;22051.39;46969.4607;organic
25/06/2017;1.46;115902.44;169217.5624;conventional
25/06/2017;2.57;5228.11;13436.2427;organic
25/06/2017;1.15;6999255.87;8049144.251;conventional
25/06/2017;1.66;167931.62;278766.4892;organic
25/06/2017;1.33;211639.6;281480.668;conventional
25/06/2017;1.99;9404.14;18714.2386;organic
25/06/2017;1.44;868770.67;1251029.765;conventional
25/06/2017;1.98;34223.93;67763.3814;organic
25/06/2017;0.8;337211.8;269769.44;conventional
25/06/2017;1.46;18586.45;27136.217;organic
25/06/2017;0.86;243935.99;209784.9514;conventional
25/06/2017;1.28;6043.34;7735.4752;organic
25/06/2017;0.89;1327166.18;1181177.9;conventional
25/06/2017;1.33;24915.38;33137.4554;organic
25/06/2017;1.17;841763.42;984863.2014;conventional
25/06/2017;1.17;25446.92;29772.8964;organic
25/06/2017;1.01;402914.93;406944.0793;conventional
25/06/2017;1.39;13598.83;18902.3737;organic
25/06/2017;1.74;142258.18;247529.2332;conventional
25/06/2017;2.73;1034.32;2823.6936;organic
25/06/2017;1.15;3938985.06;4529832.819;conventional
25/06/2017;1.59;130430.6;207384.654;organic
25/06/2017;1.46;222447.25;324772.985;conventional
25/06/2017;2.15;9529.65;20488.7475;organic
25/06/2017;1.68;275912.97;463533.7896;conventional
25/06/2017;2.61;12883.38;33625.6218;organic
25/06/2017;0.82;1352318.9;1108901.498;conventional
25/06/2017;1.3;34868.96;45329.648;organic
25/06/2017;1.04;197095.32;204979.1328;conventional
25/06/2017;1.34;7437.23;9965.8882;organic
25/06/2017;1.36;180199.86;245071.8096;conventional
25/06/2017;2.25;4087.75;9197.4375;organic
25/06/2017;1.03;362489.51;373364.1953;conventional
25/06/2017;1.67;10909.04;18218.0968;organic
25/06/2017;0.92;3655667.22;3363213.842;conventional
25/06/2017;1.37;109872.63;150525.5031;organic
25/06/2017;0.97;114003.27;110583.1719;conventional
25/06/2017;1.45;4520.86;6555.247;organic
25/06/2017;1.43;539847.3;771981.639;conventional
25/06/2017;2.02;5274.97;10655.4394;organic
25/06/2017;1.27;3147519.14;3997349.308;conventional
25/06/2017;1.75;125035.1;218811.425;organic
25/06/2017;0.9;287217.67;258495.903;conventional
25/06/2017;1.27;11077.27;14068.1329;organic
25/06/2017;1.3;293079.22;381002.986;conventional
25/06/2017;1.91;1282.64;2449.8424;organic
25/06/2017;1.47;1521598.08;2236749.178;conventional
25/06/2017;2.36;68542.66;161760.6776;organic
25/06/2017;1.54;4121661.3;6347358.402;conventional
25/06/2017;2.26;181964.19;411239.0694;organic
25/06/2017;1.62;359321.55;582100.911;conventional
25/06/2017;1.93;21227.79;40969.6347;organic
25/06/2017;1.35;376407.55;508150.1925;conventional
25/06/2017;2.18;7422.56;16181.1808;organic
25/06/2017;1.5;422231.87;633347.805;conventional
25/06/2017;2.22;14667.26;32561.3172;organic
25/06/2017;0.77;1197422.34;922015.2018;conventional
25/06/2017;1.94;9483.22;18397.4468;organic
25/06/2017;1.26;120211.37;151466.3262;conventional
25/06/2017;1.54;2406.34;3705.7636;organic
25/06/2017;1.35;2035318.57;2747680.07;conventional
25/06/2017;1.56;65066.62;101503.9272;organic
25/06/2017;0.96;803349.86;771215.8656;conventional
25/06/2017;2.34;24536.33;57415.0122;organic
25/06/2017;1.24;297426.95;368809.418;conventional
25/06/2017;1.95;10089.71;19674.9345;organic
25/06/2017;1.21;251831.45;304716.0545;conventional
25/06/2017;1.64;12534.75;20556.99;organic
25/06/2017;1.15;146132.45;168052.3175;conventional
25/06/2017;1.42;8870.49;12596.0958;organic
25/06/2017;1.5;492249.41;738374.115;conventional
25/06/2017;2.37;5625.98;13333.5726;organic
25/06/2017;1.05;586241.71;615553.7955;conventional
25/06/2017;1.73;17744.03;30697.1719;organic
25/06/2017;1.53;874937.71;1338654.696;conventional
25/06/2017;2.66;15691.4;41739.124;organic
25/06/2017;1.17;680060.61;795670.9137;conventional
25/06/2017;2.65;31895.13;84522.0945;organic
25/06/2017;1.17;406520.66;475629.1722;conventional
25/06/2017;1.67;17275.62;28850.2854;organic
25/06/2017;0.92;6466429.64;5949115.269;conventional
25/06/2017;1.36;130227.23;177109.0328;organic
25/06/2017;1.28;3666944.13;4693688.486;conventional
25/06/2017;1.67;111509.08;186220.1636;organic
25/06/2017;1.12;103925.6;116396.672;conventional
25/06/2017;2.5;3367.89;8419.725;organic
25/06/2017;1.31;185418.99;242898.8769;conventional
25/06/2017;1.54;8241.57;12692.0178;organic
25/06/2017;1.48;58174.88;86098.8224;conventional
25/06/2017;2.43;2664;6473.52;organic
25/06/2017;1.39;357813.41;497360.6399;conventional
25/06/2017;2.09;6199.5;12956.955;organic
25/06/2017;1.17;37305307.68;43647209.99;conventional
25/06/2017;1.77;1101009.92;1948787.558;organic
25/06/2017;1.05;6929193.97;7275653.669;conventional
25/06/2017;1.93;188845.44;364471.6992;organic
25/06/2017;0.85;1022130.1;868810.585;conventional
02/07/2017;1.56;98282.07;153320.0292;conventional
02/07/2017;2.03;2268.86;4605.7858;organic
02/07/2017;1.16;528297.88;612825.5408;conventional
02/07/2017;1.53;23108.17;35355.5001;organic
02/07/2017;1.6;672614.37;1076182.992;conventional
02/07/2017;2.2;23687.44;52112.368;organic
02/07/2017;1.17;97408.49;113967.9333;conventional
02/07/2017;1.92;2765.03;5308.8576;organic
02/07/2017;1.67;545128.14;910363.9938;conventional
02/07/2017;2.13;19686.52;41932.2876;organic
02/07/2017;1.34;144309.09;193374.1806;conventional
02/07/2017;2.57;4270.32;10974.7224;organic
02/07/2017;1.28;6607292.61;8457334.541;conventional
02/07/2017;1.73;163970.9;283669.657;organic
02/07/2017;1.36;224816.41;305750.3176;conventional
02/07/2017;2.09;8194.26;17126.0034;organic
02/07/2017;1.45;943746.5;1368432.425;conventional
02/07/2017;1.98;34696.48;68699.0304;organic
02/07/2017;0.79;336087.28;265508.9512;conventional
02/07/2017;1.28;27470.57;35162.3296;organic
02/07/2017;0.85;276442.3;234975.955;conventional
02/07/2017;1.46;8676.42;12667.5732;organic
02/07/2017;0.9;1378563.61;1240707.249;conventional
02/07/2017;1.02;32953.66;33612.7332;organic
02/07/2017;1.19;813544.33;968117.7527;conventional
02/07/2017;1.44;25731.81;37053.8064;organic
02/07/2017;1.22;392513.77;478866.7994;conventional
02/07/2017;1.44;19735.7;28419.408;organic
02/07/2017;1.51;192007.39;289931.1589;conventional
02/07/2017;1.97;4460.37;8786.9289;organic
02/07/2017;1.18;4250394.01;5015464.932;conventional
02/07/2017;1.58;169966.3;268546.754;organic
02/07/2017;1.48;226114.96;334650.1408;conventional
02/07/2017;2.15;9015.26;19382.809;organic
02/07/2017;1.76;259782.83;457217.7808;conventional
02/07/2017;2.67;11745.45;31360.3515;organic
02/07/2017;0.83;1348652.11;1119381.251;conventional
02/07/2017;1.21;46201.44;55903.7424;organic
02/07/2017;1.09;194572.17;212083.6653;conventional
02/07/2017;1.51;8181.42;12353.9442;organic
02/07/2017;1.41;189413.48;267073.0068;conventional
02/07/2017;2.25;4778.95;10752.6375;organic
02/07/2017;1.06;376795.81;399403.5586;conventional
02/07/2017;1.73;11015.7;19057.161;organic
02/07/2017;1.07;3507155.74;3752656.642;conventional
02/07/2017;1.46;109111.93;159303.4178;organic
02/07/2017;1.02;113658.98;115932.1596;conventional
02/07/2017;1.26;5513.09;6946.4934;organic
02/07/2017;1.44;627569.42;903699.9648;conventional
02/07/2017;1.92;6241.89;11984.4288;organic
02/07/2017;1.26;3218961.84;4055891.918;conventional
02/07/2017;1.78;120458.72;214416.5216;organic
02/07/2017;0.96;281067.39;269824.6944;conventional
02/07/2017;1.2;12497.92;14997.504;organic
02/07/2017;1.27;302052.69;383606.9163;conventional
02/07/2017;1.89;2700.26;5103.4914;organic
02/07/2017;1.72;1304560.72;2243844.438;conventional
02/07/2017;2.44;63800.15;155672.366;organic
02/07/2017;1.63;4035234.26;6577431.844;conventional
02/07/2017;2.29;170194.95;389746.4355;organic
02/07/2017;1.57;432564.12;679125.6684;conventional
02/07/2017;1.91;16665.54;31831.1814;organic
02/07/2017;1.4;414176.6;579847.24;conventional
02/07/2017;2.17;8059.1;17488.247;organic
02/07/2017;1.68;365488.32;614020.3776;conventional
02/07/2017;2.33;13643.23;31788.7259;organic
02/07/2017;0.77;1224659.64;942987.9228;conventional
02/07/2017;2.02;10239.04;20682.8608;organic
02/07/2017;1.25;124868.74;156085.925;conventional
02/07/2017;1.58;8002.38;12643.7604;organic
02/07/2017;1.31;2223310.81;2912537.161;conventional
02/07/2017;1.55;59145.56;91675.618;organic
02/07/2017;0.99;767074.64;759403.8936;conventional
02/07/2017;1.93;35248.52;68029.6436;organic
02/07/2017;1.22;314536.29;383734.2738;conventional
02/07/2017;2.05;8342.87;17102.8835;organic
02/07/2017;1.21;257162.16;311166.2136;conventional
02/07/2017;1.84;10106.75;18596.42;organic
02/07/2017;1.13;156098.42;176391.2146;conventional
02/07/2017;1.78;5965.12;10617.9136;organic
02/07/2017;1.55;509256;789346.8;conventional
02/07/2017;2.32;4572.42;10608.0144;organic
02/07/2017;1.23;584480.72;718911.2856;conventional
02/07/2017;2;19913.72;39827.44;organic
02/07/2017;1.7;700809.09;1191375.453;conventional
02/07/2017;2.59;12279.96;31805.0964;organic
02/07/2017;1.21;682920.51;826333.8171;conventional
02/07/2017;2.35;34268.25;80530.3875;organic
02/07/2017;1.28;413263.16;528976.8448;conventional
02/07/2017;1.82;14824.81;26981.1542;organic
02/07/2017;0.92;6675892.1;6141820.732;conventional
02/07/2017;1.17;169099.91;197846.8947;organic
02/07/2017;1.33;3979264.02;5292421.147;conventional
02/07/2017;1.8;108360.53;195048.954;organic
02/07/2017;1.2;102306.61;122767.932;conventional
02/07/2017;2.56;3959.98;10137.5488;organic
02/07/2017;1.14;192174.84;219079.3176;conventional
02/07/2017;1.55;9274.18;14374.979;organic
02/07/2017;1.42;71770.39;101913.9538;conventional
02/07/2017;2.44;2508.3;6120.252;organic
02/07/2017;1.45;407584.72;590997.844;conventional
02/07/2017;2.08;6570.14;13665.8912;organic
02/07/2017;1.21;38010426.16;45992615.65;conventional
02/07/2017;1.74;1173393.06;2041703.924;organic
02/07/2017;1.07;7020076.49;7511481.844;conventional
02/07/2017;1.88;212196.16;398928.7808;organic
02/07/2017;0.86;1023584.42;880282.6012;conventional
02/07/2017;1.59;20486.25;32573.1375;organic
09/07/2017;1.52;101331.41;154023.7432;conventional
09/07/2017;2;1883.1;3766.2;organic
09/07/2017;1.19;507337.7;603731.863;conventional
09/07/2017;1.61;22122.61;35617.4021;organic
09/07/2017;1.64;701869.5;1151065.98;conventional
09/07/2017;2.26;18665.31;42183.6006;organic
09/07/2017;0.98;125786.14;123270.4172;conventional
09/07/2017;1.58;3526.39;5571.6962;organic
09/07/2017;1.69;560021.69;946436.6561;conventional
09/07/2017;2.17;20152.69;43731.3373;organic
09/07/2017;1.31;166851.73;218575.7663;conventional
09/07/2017;2.55;5369.52;13692.276;organic
09/07/2017;1.28;6499668.48;8319575.654;conventional
09/07/2017;1.62;169101.22;273943.9764;organic
09/07/2017;1.32;222027.09;293075.7588;conventional
09/07/2017;2.06;8788.78;18104.8868;organic
09/07/2017;1.54;880107.48;1355365.519;conventional
09/07/2017;1.99;34529.39;68713.4861;organic
09/07/2017;1.09;255253.55;278226.3695;conventional
09/07/2017;1.29;21313.42;27494.3118;organic
09/07/2017;0.95;240071.43;228067.8585;conventional
09/07/2017;1.38;9167.98;12651.8124;organic
09/07/2017;0.84;1514500;1272180;conventional
09/07/2017;1.06;39591.12;41966.5872;organic
09/07/2017;1.11;951407.12;1056061.903;conventional
09/07/2017;1.94;14908.74;28922.9556;organic
09/07/2017;0.99;502774.82;497747.0718;conventional
09/07/2017;1.47;17724.08;26054.3976;organic
09/07/2017;1.43;178186.11;254806.1373;conventional
09/07/2017;2.19;3521.61;7712.3259;organic
09/07/2017;1.2;4104371.46;4925245.752;conventional
09/07/2017;1.62;153380.48;248476.3776;organic
09/07/2017;1.47;237446.62;349046.5314;conventional
09/07/2017;2.23;7164.96;15977.8608;organic
09/07/2017;1.72;273059.91;469663.0452;conventional
09/07/2017;2.67;11842.55;31619.6085;organic
09/07/2017;0.78;1513596.5;1180605.27;conventional
09/07/2017;1.08;45385.29;49016.1132;organic
09/07/2017;1.08;209047.97;225771.8076;conventional
09/07/2017;1.38;6897.96;9519.1848;organic
09/07/2017;1.42;161864.64;229847.7888;conventional
09/07/2017;2.06;2988.47;6156.2482;organic
09/07/2017;0.99;399827.4;395829.126;conventional
